Grade,Customer,Part_aplication,Qty-Product,Injection(Ton),Resin_plastic,Texture-Product,Cavity.Material,Core.Material,Slide-System,Lift-Core-System,Mold-Design.Type,HOT-RUNNER,Mold/Base_Order-Company,Weight(KG),Price-Rp,Status
2,SMI,TV-Monitor,8,100,PC (SR1000U)/??,NO,CENA-G,CENA-G,YES,NO,2P SIDE TUNNEL,NOTYET,GAYA,180,156380000,Murah
2,SMI,TV-Monitor,8,100,PC (SR1000U)/??,NO,CENA-G,CENA-G,YES,NO,2P SIDE TUNNEL,NOTYET,GAYA,180,156016000,Murah
2,SMI,TV-Monitor,8,100,PC (SR1000U)/??,NO,CENA-G,CENA-G,YES,NO,2P SIDE TUNNEL,NOTYET,BMT(CHINA),174,149380000,Murah
2,SMI,TV-Monitor,8,120,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE TUNNEL,NOTYET,GAYA,188,115430000,Murah
2,SMI,TV-Monitor,8,120,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE TUNNEL,NOTYET,GAYA,188,115430000,Murah
4,LGEIN,TV-Monitor,2,1300,ABS,YES,HP4M,HP4M,YES,YES,"2P
H/R VALVE-2ZONE",HOTSYS,BMT(CHINA),10330,1302770000,Murah
3,LGEIN,TV-Monitor,1,350,ABS,YES,HP4M,HP4M,NO,YES,"2P
H/R VALVE-2ZONE",HOTSYS,BUMHAN(KOREA),1790,359716000,Murah
3,LGEIN,TV-Monitor,2,650,ABS,YES,HP4M,HP4M,NO,YES,"2P
H/R VALVE-2ZONE",HOTSYS,BUMHAN(KOREA),2610,473466000,Murah
4,LGEIN,TV-Monitor,2,850,PP-GF40,YES,CENA-G,CENA-G,YES,NO,"2P
H/R VALVE-2ZONE",HOTSYS,BMT(CHINA),6990,1322216000,Mahal
4,LGEIN,TV-Monitor,2,1800,PC+ABS,YES,HP4M,HP4M,YES,YES,"2P
H/R VALVE-10ZONE",HOTSYS,BMT(CHINA),10225,1312500000,Murah
5,LGEIN,TV-Monitor,1,1800,PC+ABS,YES,HP4M,HP4M,YES,YES,"2P
H/R VALVE-17ZONE",YUDO,BMT(CHINA),10535,2041662000,Mahal
3,LGEIN,TV-Monitor,2,350,PC+ABS,YES,CENA-G,HP4M,YES,NO,2P SIDE GATE,HOTSYS,GAYA,1005,350000000,Murah
3,LGEIN,TV-Monitor,2,550,PC+ABS,YES,CENA-G,CENA-G,YES,NO,"2P
H/R VALVE-2ZONE",HOTSYS,BUMHAN(KOREA),2130,427770000,Murah
3,NISSHO,Car,2,250,POM,YES,SKD61,SKD61,YES,YES,2P OVERLAP,NOTYET,GAYA,995,436632000,Mahal
2,EPSON,Printer,1,120,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,SURYAMAS,490,217000000,Murah
2,EPSON,Printer,1,120,HIPS ,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,SURYAMAS,490,210000000,Murah
3,EPSON,Printer,2,100,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,214,168000000,Murah
3,HOCK JAYA,AC,4,100,PP,NO,HP4M,HP4M,YES,NO,2P SUBMARINE,NOTYET,GAYA,272,161000000,Murah
3,NISSHO,Car,8,350,PP,NO,NAK80,NAK80,YES,NO,3P SUBMARINE,NOTYET,SURYAMAS,1480,521990000,Mahal
2,EPSON,Printer,1,50,ABS,NO,NAK80,HP4M,NO,NO,2P SIIDE GATE,NOTYET,GAYA,180,126000000,Mahal
3,EPSON,Printer,1,350,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,SURYAMAS,590,345800000,Murah
3,EPSON,Printer,1,50,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,SEHYUN,224,189000000,Mahal
2,NISSHO,Car,2,40,PA66,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,GAYA,82,129304000,Mahal
4,LGEIN,TV-Monitor,4,850,PC ABS,YES,CENA-G,HP4M,YES,YES,"2P
H/R VALVE",YUDO,BUMHAN(KOREA),3548,957208000,Mahal
4,LGEIN,TV-Monitor,4,850,PC ABS,YES,CENA-G,CENA-G,YES,YES,"2P
H/R VALVE",YUDO,BMT(CHINA),5000,893200000,Murah
4,LGEIN,TV-Monitor,4,850,PC ABS,YES,CENA-G,CENA-G,YES,YES,"2P
H/R VALVE",YUDO,BUMHAN(KOREA),3020,754432000,Murah
4,LGEIN,TV-Monitor,4,650,PC ABS,YES,CENA-G,CENA-G,YES,YES,"2P
H/R VALVE",YUDO,BUMHAN(KOREA),2834,962836000,Mahal
3,TENMA,Printer,2,260,ABS,NO,NAK80,NAK80,NO,NO,"2P
H/R",YUDO,GAYA,1392,445200000,Mahal
4,HONDA LOCK,MotorCycle,2,100,PP,YES,SKD61,SKD61,YES,YES,2P SUBMARINE,NOTYET,SURYAMAS,455,213878000,Murah
3,EPSON,Printer,1,120,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,388,261800000,Mahal
3,EPSON,Printer,2,80,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,SURYAMAS,250,274400000,Mahal
2,EPSON,Printer,1,120,ABS TOYOLAC 500,YES,NAK80,NAK80,YES,NO,2P OVERLAP GATE,NOTYET,SEHYUN,424,250600000,Mahal
2,EPSON,Printer,1,80,ABS TOYOLAC 500,YES,NAK80,NAK80,YES,NO,2P JUMP GATE,NOTYET,SEHYUN,462,243600000,Mahal
3,EMSONIC,Speaker,2,450,"HIPS
60-HR",YES,S-718,HP4M,YES,YES,"3P
PIN",NOTYET,GAYA,1748,397600000,Murah
1,YAMAHA,Piano,8,50,POM,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,PJM,74,86800000,Murah
3,YAMAHA,Piano,2,550,PS,NO,NAK80,HP4M,NO,NO,3P OVERLAP,NOTYET,BUMHAN(KOREA),3258,519400000,Mahal
4,EDC (AWP),Car,2,2300,PP X660,NO,PX4,PX4,NO,NO,HR VALVE 5P,YUDO,BMT(CHINA),16000,1798608000,Mahal
3,INDOPLAT,MotorCycle,2,210,PP,YES,HP4M,HP4M,NO,YES,2P SIDE GATE,NOTYET,SURYAMAS,656,180096000,Murah
3,INDOPLAT,MotorCycle,1,160,ABS,YES,NAK80,HP4M,NO,YES,2P SIDE GATE,NOTYET,SURYAMAS,388,196000000,Mahal
4,LGEIN,TV-Monitor,1,1300,ABS,YES,HP4M,HP4M,YES,YES,2P HR VALVE 9P,HOTSYS,BMT(CHINA),7310,1322216000,Mahal
3,FUJISEAT,Car,2,180,PP,YES,HP4M ,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,892,377804000,Mahal
3,FUJISEAT,Car,2,180,PP,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,894,368074000,Mahal
4,KOITO,MotorCycle,2,220,PC-0W (WHITE),NO,HPM7,S55C,NO,NO,2P H/R SIDE GATE,YUDO,BUMHAN(KOREA),856,381220000,Mahal
4,KOITO,MotorCycle,2,350,PC-OB-KP (BLACK),NO,NAK80,S55C,NO,NO,2P H/R SIDE GATE,MOLD-MASTER,BUMHAN(KOREA),3050,555072000,Mahal
2,YAMAHA,Piano,4,50,ABS,YES,NAK80,HP4M,NO,NO,"3P
PIN",NOTYET,SURYAMAS,160,117600000,Mahal
2,YAMAHA,Piano,8,50,ABS,YES,NAK80,HP4M,NO,NO,2P PIN,NOTYET,SURYAMAS,128,114800000,Mahal
4,DAE YOUNG APEX,AC,1,220,HIPS ,NO,HP4M,HP4M,YES,YES,"3P
PIN",NOTYET,GAYA,658,291200000,Murah
2,NISSHO,Car,2,110,PP,YES,HP4M,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,234,210000000,Mahal
3,NISSHO,Car,1,220,PP,YES,HP4M,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,1789,476924000,Mahal
2,FRINA LESTARI,Car,2,180,PC,NO,2738,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,200,124600000,Murah
3,FRINA LESTARI,Car,1,600,PP,NO,2738,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,1836,379162000,Murah
3,ICHIKOH,Car,2,450,AS-2A,NO,2738,2738,YES,NO,"2P
H/R 
(2 Drop)",YUDO,BMT(CHINA),2596,731066000,Mahal
4,ICHIKOH,Car,2,850,AS-2A,NO,2738,2738,YES,NO,"2P
H/R 
(2 Drop)",YUDO,BMT(CHINA),4466,1122912000,Mahal
2,ICHIKOH,Car,4,150,AS-2A,NO,2738,2738,YES,NO,"H/R 
(4 Drop)",YUDO,JXMould(CHINA),512,390852000,Mahal
3,AOP-EDC,MotorCycle,2,160,PP,YES,PX4,PX4,YES,NO,3P H/R 2 Drop,HOTPLUS,SURYAMAS,744,335412000,Mahal
2,AOP-EDC,MotorCycle,2,160,ABS,NO,PX4,PX4,NO,YES,2P SUBMARINE,NOTYET,SURYAMAS,524,170128000,Murah
3,KOITO,MotorCycle,4,350,AM-Clear,YES,HPM7,S55C,YES,NO,2P H/R 2 Drop,YUDO,BUMHAN(KOREA),1985,733600000,Mahal
3,KOITO,MotorCycle,4,350,AM-Clear,YES,HPM7,S55C,YES,NO,2P H/R 2 Drop,YUDO,BUMHAN(KOREA),1985,694400000,Mahal
3,KOITO,MotorCycle,4,350,AM-Clear,NO,HPM7,S55C,YES,NO,2P H/R 2 Drop,YUDO,BUMHAN(KOREA),1985,795200000,Mahal
3,BUMJIN,Car,1,850,PA6-GF30%,NO,NAK80,NAK80,NO,NO,2P HR VALVE 3P,YUDO,BUMHAN(KOREA),3343,703878000,Mahal
5,BUMJIN,Car,1,850,PP GF 30%,NO,HP4M,HP4M,YES,YES,2P HR VALVE 5P,YUDO,BUMHAN(KOREA),5955,1236662000,Mahal
4,AUTOPLASTIK,Car,2,350,PP,YES,P20,S55C,YES,YES,2P HR VALVE 2P,YUDO,GAYA,1770,675682000,Mahal
2,AUTOPLASTIK,Car,2,80,PP,YES,P20,HP4M,YES,NO,2P SUBMARINE,NOTYET,GAYA,146,147770000,Murah
3,AUTOPLASTIK,Car,2,160,PP,YES,HP4M,HP4M,YES,NO,2P SIDE GATE,NOTYET,SURYAMAS,762,306250000,Mahal
2,AUTOPLASTIK,Car,2,80,ABS,YES,HP4M,HP4M,YES,NO,2P SUBMARINE,NOTYET,GAYA,185,114716000,Murah
3,ASKI,MotorCycle,2,180,ABS,YES,HP4M,HP4M,YES,NO,2P HR VALVE 2DROP,YUDO,GAYA,685,359716000,Mahal
3,ASKI,MotorCycle,2,180,PP TP 40,NO,HP4M,HP4M,NO,NO,2P HR VALVE 2DROP,YUDO,GAYA,375,311108000,Mahal
3,EPSON,Printer,1,120,ABS,NO,NAK80,HP4M,YES,NO,3P PIN POINT GATE,NOTYET,SURYAMAS,334,268800000,Mahal
4,FRINA LESTARI,Car,2,1100,ASA,NO,HP4M,HP4M,YES,YES,2P HR VALVE 3 DROP,YUDO,BUMHAN(KOREA),6104,1394400000,Mahal
5,FRINA LESTARI,Car,1,1800,ABS,NO,HP4M,HP4M,YES,YES,2P HR VALVE 5 DROP,YUDO,BUMHAN(KOREA),9819,1673000000,Mahal
2,AUTOPLASTIK,Car,2,80,ABS,YES,NAK80,HP4M,YES,YES,2P JUMP GATE,NOTYET,GAYA,254,111804000,Murah
2,ASTRA VISTEON,MotorCycle,2,100,PMMA,NO,STAVAX,STAVAX,NO,NO,H/R VALVE 1 DROP,YUDO-INDONESIA,GAYA,275,216552000,Mahal
3,ASTRA VISTEON,MotorCycle,1,150,AEPDS,YES,STAVAX,STAVAX,NO,NO,H/R VALVE 2 DROP,YUDO,GAYA,390,321804000,Mahal
3,ASTRA VISTEON,MotorCycle,1,150,AEPDS,YES,STAVAX,STAVAX,NO,NO,H/R VALVE 2 DROP,YUDO,GAYA,390,315000000,Mahal
3,ASTRA VISTEON,MotorCycle,1,150,AEPDS,YES,STAVAX,STAVAX,NO,NO,H/R VALVE 2 DROP,YUDO,GAYA,390,315000000,Mahal
2,AUTOPLASTIK,Car,2,160,PP,YES,P20,S55C,YES,YES,2P SIDE GATE,NOTYET,SURYAMAS,540,145824000,Murah
5,AUTOPLASTIK,Car,1,1680,PP,YES,P20,S55C,YES,YES,2P HR VALVE 5 DROP,YUDO,BUMHAN(KOREA),7620,1239574000,Mahal
3,HOCK JAYA,Loundry,1,350,PP,NO,P20,P20,YES,YES,"3P
PIN",NOTYET,GAYA,1574,418054000,Murah
2,HOCK JAYA,Loundry,1,350,HIPS,NO,P20,P20,NO,YES,"3P
PIN",NOTYET,GAYA,918,243054000,Murah
2,HOCK JAYA,Loundry,1,200,RS-200,NO,P20,P20,NO,NO,"3P
PIN",NOTYET,GAYA,256,126378000,Murah
2,YAMAHA,Piano,2,180,ABS,YES,NAK80,HP4M,NO,NO,"3P
PIN",NOTYET,GAYA,690,350000000,Mahal
1,YAMAHA,Piano,1,50,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,152,113400000,Murah
3,EPSON,Printer,1,260,ABS,NO,NAK80,HP4M,NO,NO,3P PIN PONT GATE,NOTYET,GAYA,602,403200000,Murah
1,YAMAHA,Piano,1,75,ABS,NO,NAK80,HP4M,NO,YES,3P PIN PONT GATE,NOTYET,SURYAMAS,222,170800000,Mahal
2,AUTOPLASTIK,Car,2,180,ABS,YES,NAK80,HP4M,NO,NO,2P BANANA GATE,NOTYET,GAYA,462,184716000,Mahal
2,AOP-EDC,MotorCycle,2,250,PP,NO,PX4,PX4,NO,NO,"2P
H/R VALVE-2DROP",YUDO,SURYAMAS,750,318878000,Mahal
3,AUTOPLASTIK,Car,2,1100,PP,YES,HP4M,S55C,YES,YES,2P HR VALVE 3 DROP,YUDO,BUMHAN(KOREA),6000,870128000,Mahal
3,AUTOPLASTIK,Car,2,1800,PP,YES,HP4M,S55C,YES,YES,2P HR VALVE 4 DROP,YUDO,BUMHAN(KOREA),12501,1784020000,Mahal
3,AUTOPLASTIK,Car,2,1800,PP,YES,HP4M,S55C,YES,YES,2P HR VALVE 3 DROP,YUDO,BUMHAN(KOREA),13465,1682800000,Mahal
3,AUTOPLASTIK,Car,2,1100,PP,YES,HP4M,S55C,YES,YES,HR OPEN 1 DROP,YUDO,BUMHAN(KOREA),7780,1069600000,Mahal
4,BUMJIN,Car,1,850,PP-076 TYPE A-2 ,NO,HP4M,HP4M,NO,YES,2P  H/R OPEN 1 ZONE,YUDO,GAYA,3010,611800000,Mahal
4,BUMJIN,Car,1,850,PP-076 TYPE A-2 ,NO,HP4M,HP4M,NO,YES,2P  H/R OPEN 1 ZONE,YUDO,GAYA,3010,611800000,Mahal
2,BUMJIN,Car,1,350,PP-076 TYPE A-2 ,NO,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,654,210140000,Murah
2,BUMJIN,Car,1,350,PP-076 TYPE A-2 ,NO,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,654,210140000,Murah
3,BUMJIN,Car,1,350,PP-076 TYPE A-2 ,NO,HP4M,HP4M,NO,YES,2P SIDE GATE,NOTYET,GAYA,865,234080000,Murah
3,BUMJIN,Car,1,350,PP-076 TYPE A-2 ,NO,HP4M,HP4M,NO,YES,2P SIDE GATE,NOTYET,GAYA,864,234080000,Murah
3,MANDIRI,refrigerator,1,300,HIPS,NO,HP4M,HP4M,YES,NO,2P OVERLAP GATE,NOTYET,SEHYUN,1682,400554000,Mahal
3,MANDIRI,refrigerator,2,180,HIPS,NO,HP4M,HP4M,YES,YES,2P THUNNEL GATE,NOTYET,GAYA,152,116662000,Murah
3,HONORIS,Piano,1,200,ABS,NO,STAVAX,NAK80,YES,YES,3P PIN PONT GATE,NOTYET,GAYA,706,446880000,Mahal
3,HONORIS,Piano,1,200,ABS,NO,STAVAX,NAK80,YES,YES,3P PIN PONT GATE,NOTYET,GAYA,706,435596000,Mahal
3,HONORIS,Piano,1,200,ABS,NO,STAVAX,NAK80,YES,YES,3P PIN PONT GATE,NOTYET,GAYA,706,387674000,Mahal
3,HONORIS,Piano,1,200,ABS,NO,STAVAX,NAK80,NO,YES,3P PIN PONT GATE,NOTYET,SURYAMAS,460,389074000,Mahal
3,HONORIS,Piano,1,100,ABS,NO,STAVAX,NAK80,NO,YES,3P PIN PONT GATE,NOTYET,SURYAMAS,200,228368000,Mahal
3,HONORIS,Piano,8,200,POM,NO,NAK80,NAK80,YES,NO,3P PIN PONT GATE,NOTYET,GAYA,726,670600000,Mahal
5,HONORIS,Piano,1,1250,ABS,NO,NAK80,HP4M,NO,NO,2P H/R VALVE 4 ZONE,YUDO,BUMHAN(KOREA),6544,1750000000,Mahal
1,HONORIS,Piano,16,100,TPE,NO,2316,2316,NO,NO,2P SIDE GATE,NOTYET,GAYA,138,233324000,Murah
3,AOP-EDC,MotorCycle,4,350,POM,NO,STAVAX,STAVAX,NO,NO,3P HR VALVE GATE 4ZONE,HOTPLUS,BUMHAN(KOREA),1562,680554000,Mahal
4,HONORIS,Piano,1,1250,HIPS,NO,NAK80,HP4M,YES,YES,2P H/R 5 ZONE,YUDO,JXMould(CHINA),7874,1701378000,Mahal
4,HONORIS,Piano,1,1250,HIPS,NO,NAK80,HP4M,YES,NO,2P H/R 5 ZONE,YUDO,JXMould(CHINA),7526,1361108000,Mahal
2,HONORIS,Piano,2,40,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,42,98000000,Murah
2,HONORIS,Piano,2,40,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,34,82600000,Murah
2,HONORIS,Piano,2,40,PS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,34,89600000,Murah
3,INDOPLAT,MotorCycle,2,120,PP,YES,HP4M,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,1012,350000000,Mahal
3,INDOPLAT,MotorCycle,2,120,PP,YES,HP4M,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,1012,350000000,Mahal
2,HONORIS,Piano,1,380,HIPS,NO,NAK80,HP4M,NO,NO,2P PIN,NOTYET,JXMould(CHINA),1585,452074000,Mahal
4,KOITO,MotorCycle,2,350,PC-OB,NO,S55C,S55C,YES,NO,2P H/R 1 ZONE,YUDO-INDONESIA,JXMould(CHINA),1946,602000000,Mahal
4,KOITO,MotorCycle,2,120,AM-001,NO,NAK80,NAK80,YES,NO,2P SIDE GATE,NOTYET,JXMould(CHINA),451,359324000,Mahal
2,BUMJIN,Car,2,150,PP TD 40,NO,NAK80,NAK80,NO,NO,2P SIDE GATE,NOTYET,GAYA,172,172200000,Murah
2,THAI SUMMIT,Car,2,380,AS5,YES,HP4M,HP4,NO,NO,2P HR OPEN ,YUDO,SURYAMAS,990,418054000,Murah
3,THAI SUMMIT,Car,2,350,AS5,YES,HP4M,HP4,YES,YES,2P SIDE GATE,NOTYET,JXMould(CHINA),943,338324000,Murah
3,THAI SUMMIT,Car,2,350,AS5,YES,HP4M,HP4,YES,NO,2P SIDE GATE,NOTYET,SURYAMAS,1160,437500000,Murah
1,THAI SUMMIT,Car,4,150,ABS,NO,HP4M,HP4M,YES,NO,2P BANANA GATE,NOTYET,SURYAMAS,300,173054000,Murah
2,THAI SUMMIT,Car,2,350,AS5,YES,HP4M,HP4,NO,YES,2P SIDE GATE,YUDO,GAYA,840,306250000,Mahal
3,THAI SUMMIT,Car,2,450,AS2,YES,HP4M,HP4,YES,YES,2P H/R VALVE 2 DROP,YUDO,GAYA,1272,635628000,Mahal
3,THAI SUMMIT,Car,1,650,PP-GF30,NO,HP4M,HP4M,NO,NO,2P H/R 3 ZONE,YUDO,GAYA,2340,680512000,Mahal
2,THAI SUMMIT,Car,2,160,AS2,YES,HP4M,HP4M,NO,YES,2P SIDE GATE,NOTYET,GAYA,383,206108000,Mahal
3,EPSON,Printer,1,180,PC-GF30,NO,SKD61,SKD61,YES,YES,3P PIN GATE,NOTYET,SURYAMAS,178,259000000,Mahal
2,EPSON,Printer,1,50,PC-ABS,YES,NAK80,HP4M,YES,YES,2P SUBMARINE,NOTYET,GAYA,106,196000000,Mahal
3,EPSON,Printer,1,350,PC-ABS,NO,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,SURYAMAS,630,378000000,Mahal
2,EPSON,Printer,1,80,ABS,YES,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,GAYA,240,196000000,Mahal
3,EPSON,Printer,1,350,PC-ABS,YES,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,SURYAMAS,664,448000000,Mahal
2,EPSON,Printer,1,350,PC-ABS,YES,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,SURYAMAS,664,448000000,Mahal
2,HONORIS,Piano,1,140,PS,NO,HP4M,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,350,212632000,Murah
5,LGEIN,TV-Monitor,1,1800,"ABS, ABS+PC",NO,HP4M,HP4M,YES,YES,"2P
H/R",HOTSYS,BMT(CHINA),10101,2404304000,Mahal
4,KITADA,Car,1,450,PC-ABS,NO,HP4M,HP4M,YES,YES,2P H.R VALVE 1 ZONE,YUDO-INDONESIA,JXMould(CHINA),1960,610554000,Mahal
3,KITADA,Car,2,220,PP,NO,HP4M,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,675,287770000,Mahal
3,KITADA,Car,2,150,POM,NO,HP4M,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,273,206108000,Murah
3,KITADA,Car,2,80,PA6,NO,2738,2738,YES,NO,2P SIDE GATE,NOTYET,GAYA,155,177912000,Mahal
3,KITADA,Car,1,160,POM,NO,HP4M,HP4M,YES,NO,2P SIDE GATE,NOTYET,SURYAMAS,270,175966000,Murah
